Year,Name,Team,Points
2015-16,Jonas Jerebko,BOS,55
2015-16,Solomon Hill,IND,54
2015-16,Lance Stephenson,MEM,52
2015-16,Michael Beasley,HOU,52
2015-16,Zach Randolph,MEM,52
2015-16,Amir Johnson,BOS,51
2015-16,Frank Kaminsky,CHA,50
2015-16,Boris Diaw,SAS,47
2015-16,Justin Anderson,DAL,47
2015-16,Vince Carter,MEM,45
2015-16,Donatas Motiejunas,HOU,44
2015-16,Rodney Stuckey,IND,44
2015-16,Matt Barnes,MEM,43
2015-16,Gerald Green,MIA,40
2015-16,Randy Foye,OKC,40
2015-16,Devin Harris,DAL,39
2015-16,Josh McRoberts,MIA,38
2015-16,Anthony Morrow,OKC,37
2015-16,Kris Humphries,ATL,37
2015-16,Marvin Williams,CHA,36
2015-16,Jason Terry,HOU,35
2015-16,Trevor Ariza,HOU,33
2015-16,Zaza Pachulia,DAL,33
2015-16,Stanley Johnson,DET,32
2015-16,Jared Sullinger,BOS,31
2015-16,Amar'e Stoudemire,MIA,30
2015-16,James Johnson,TOR,30
2015-16,Tony Allen,MEM,30
2015-16,Patrick Beverley,HOU,29
2015-16,Luis Scola,TOR,28
2015-16,JaMychal Green,MEM,27
2015-16,Jordan Farmar,MEM,27
2015-16,J.J. Barea,DAL,25
2015-16,Boban Marjanovic,SAS,24
2015-16,CJ Miles,IND,24
2015-16,Dwight Powell,DAL,24
2015-16,Mike Muscala,ATL,24
2015-16,Terry Rozier,BOS,24
2015-16,Brandon Rush,GSW,23
2015-16,Cole Aldrich,LAC,23
2015-16,Kyle Anderson,SAS,23
2015-16,Corey Brewer,HOU,22
2015-16,Kevin Martin,SAS,22
2015-16,Tyler Johnson,MIA,21
2015-16,Udonis Haslem,MIA,21
2015-16,Anderson Varejao,GSW,20
2015-16,Mo Williams,CLE,20
2015-16,Tim Hardaway Jr.,ATL,20
2015-16,Salah Mejri,DAL,19
2015-16,Xavier Munford,MEM,19
2015-16,Avery Bradley,BOS,18
2015-16,Cameron Payne,OKC,18
2015-16,Spencer Hawes,CHA,18
2015-16,Tyler Zeller,BOS,18
2015-16,Dahntay Jones,CLE,17
2015-16,Dorell Wright,MIA,16
2015-16,Josh Smith,HOU,16
2015-16,Ty Lawson,IND,16
2015-16,Wesley Johnson,LAC,16
2015-16,Chris Andersen,MEM,15
2015-16,Deron Williams,DAL,15
2015-16,Timofey Mozgov,CLE,15
2015-16,Chris Kaman,POR,14
2015-16,Delon Wright,TOR,14
2015-16,David Lee,DAL,12
2015-16,Reggie Bullock Jr.,DET,12
2015-16,Jeremy Lamb,CHA,11
2015-16,Jonathon Simmons,SAS,11
2015-16,Aron Baynes,DET,10
2015-16,Andre Miller,SAS,9
2015-16,Charlie Villanueva,DAL,9
2015-16,Jarell Martin,MEM,9
2015-16,Joe Young,IND,9
2015-16,Jordan McRae,CLE,9
2015-16,KJ McDaniels,HOU,9
2015-16,Luc Mbah a Moute,LAC,9
2015-16,Nick Collison,OKC,9
2015-16,Brian Roberts,POR,8
2015-16,Clint Capela,HOU,8
2015-16,Jason Thompson,TOR,8
2015-16,Kyle Singler,OKC,8
2015-16,Luis Montero,POR,8
2015-16,Pat Connaughton,POR,8
2015-16,Glenn Robinson III,IND,7
2015-16,Andrew Goudelock,HOU,6
2015-16,James Jones,CLE,6
2015-16,Lamar Patterson,ATL,6
2015-16,Lavoy Allen,IND,6
2015-16,Lucas Nogueira,TOR,6
2015-16,Paul Pierce,LAC,6
2015-16,James Michael McAdoo,GSW,5
2015-16,Kirk Hinrich,ATL,5
2015-16,PJ Hairston,MEM,5
2015-16,RJ Hunter,BOS,5
2015-16,Anthony Tolliver,DET,4
2015-16,JaVale McGee,DAL,4
2015-16,Jordan Mickey,BOS,4
2015-16,Steve Blake,DET,4
2015-16,Jeff Ayres,LAC,3
2015-16,Josh Huestis,OKC,3
2015-16,Montrezl Harrell,HOU,3
2015-16,James Young,BOS,2
2015-16,Jodie Meeks,DET,2
2015-16,Kelly Olynyk,BOS,2
2015-16,Nazr Mohammed,OKC,2
2015-16,Spencer Dinwiddie,CHI,2
2015-16,Troy Daniels,CHA,2
2015-16,Aaron Harrison,CHA,0
2015-16,Briante Weber,MIA,0
2015-16,C.J. Wilcox,LAC,0
2015-16,John Holland,BOS,0
2015-16,Jordan Hill,IND,0
2015-16,Jorge Gutierrez,CHA,0
2015-16,Noah Vonleh,POR,0
2015-16,Pablo Prigioni,LAC,0
2015-16,Tyler Hansbrough,CHA,0
2016-17,LeBron James,CLE,591
2016-17,Stephen Curry,GSW,477
2016-17,Kyrie Irving,CLE,466
2016-17,Kevin Durant,GSW,428
2016-17,John Wall,WAS,353
2016-17,Isaiah Thomas,BOS,349
2016-17,Kawhi Leonard,SAS,332
2016-17,Bradley Beal,WAS,323
2016-17,James Harden,HOU,313
2016-17,Kevin Love,CLE,303
2016-17,Avery Bradley,BOS,301
2016-17,Al Horford,BOS,271
2016-17,Gordon Hayward,UTA,265
2016-17,LaMarcus Aldridge,SAS,264
2016-17,Klay Thompson,GSW,255
2016-17,Jae Crowder,BOS,245
2016-17,DeMar DeRozan,TOR,224
2016-17,Draymond Green,GSW,222
2016-17,Russell Westbrook,OKC,187
2016-17,Chris Paul,LAC,177
2016-17,Kelly Olynyk,BOS,165
2016-17,Patty Mills,SAS,165
2016-17,Jonathon Simmons,SAS,158
2016-17,Otto Porter Jr.,WAS,158
2016-17,Markieff Morris,WAS,157
2016-17,Marcus Smart,BOS,155
2016-17,Giannis Antetokounmpo,MIL,149
2016-17,Dennis Schroder,ATL,148
2016-17,Mike Conley,MEM,148
2016-17,Tristan Thompson,CLE,148
2016-17,Paul Millsap,ATL,146
2016-17,JR Smith,CLE,145
2016-17,Serge Ibaka,TOR,143
2016-17,Eric Gordon,HOU,142
2016-17,Joe Johnson,UTA,142
2016-17,Lou Williams,HOU,138
2016-17,Jimmy Butler,CHI,136
2016-17,Tony Parker,SAS,127
2016-17,Kyle Lowry,TOR,126
2016-17,George Hill,UTA,125
2016-17,Danny Green,SAS,124
2016-17,Pau Gasol,SAS,123
2016-17,Patrick Beverley,HOU,122
2016-17,Trevor Ariza,HOU,118
2016-17,Clint Capela,HOU,116
2016-17,Marc Gasol,MEM,116
2016-17,Andre Iguodala,GSW,115
2016-17,Bojan Bogdanovic,WAS,115
2016-17,Jonas Valanciunas,TOR,112
2016-17,Paul George,IND,112
2016-17,Damian Lillard,POR,111
2016-17,Ian Clark,GSW,109
2016-17,DeAndre Jordan,LAC,108
2016-17,Manu Ginobili,SAS,106
2016-17,Kyle Korver,CLE,105
2016-17,Marcin Gortat,WAS,105
2016-17,Norman Powell,TOR,105
2016-17,Rudy Gobert,UTA,104
2016-17,Ryan Anderson,HOU,103
2016-17,Rodney Hood,UTA,98
2016-17,Gerald Green,BOS,97
2016-17,Terry Rozier,BOS,96
2016-17,JaVale McGee,GSW,95
2016-17,CJ McCollum,POR,90
2016-17,Dwyane Wade,CHI,90
2016-17,Nene,HOU,90
2016-17,Channing Frye,CLE,88
2016-17,Jamal Crawford,LAC,88
2016-17,Khris Middleton,MIL,87
2016-17,Jaylen Brown,BOS,85
2016-17,Derrick Favors,UTA,83
2016-17,Kyle Anderson,SAS,83
2016-17,Cory Joseph,TOR,79
2016-17,Greg Monroe,MIL,79
2016-17,Zach Randolph,MEM,79
2016-17,Deron Williams,CLE,78
2016-17,Tim Hardaway Jr.,ATL,77
2016-17,Zaza Pachulia,GSW,77
2016-17,David West,GSW,76
2016-17,Robin Lopez,CHI,76
2016-17,Iman Shumpert,CLE,74
2016-17,Shaun Livingston,GSW,73
2016-17,Joe Ingles,UTA,71
2016-17,Kelly Oubre Jr.,WAS,70
2016-17,Jeff Teague,IND,68
2016-17,Taurean Prince,ATL,67
2016-17,JJ Redick,LAC,64
2016-17,Lance Stephenson,IND,64
2016-17,Boris Diaw,UTA,63
2016-17,Dejounte Murray,SAS,63
2016-17,Blake Griffin,LAC,61
2016-17,David Lee,SAS,61
2016-17,Patrick McCaw,GSW,61
2016-17,Tony Snell,MIL,60
2016-17,Kent Bazemore,ATL,59
2016-17,Andre Roberson,OKC,58
2016-17,Richard Jefferson,CLE,55
2016-17,Vince Carter,MEM,55
2016-17,Malcolm Brogdon,MIL,54
2016-17,Shelvin Mack,UTA,54
2016-17,Victor Oladipo,OKC,54
2016-17,Luc Mbah a Moute,LAC,53
2016-17,Nikola Mirotic,CHI,52
2016-17,Jason Smith,WAS,51
2016-17,James Ennis III,MEM,50
2016-17,P.J. Tucker,TOR,50
2016-17,Taj Gibson,OKC,49
2016-17,Al-Farouq Aminu,POR,48
2016-17,Dwight Howard,ATL,48
2016-17,Thaddeus Young,IND,48
2016-17,Jerami Grant,OKC,46
2016-17,Marreese Speights,LAC,46
2016-17,Matthew Dellavedova,MIL,46
2016-17,Dewayne Dedmon,SAS,45
2016-17,JaMychal Green,MEM,44
2016-17,Paul Zipser,CHI,44
2016-17,Jonas Jerebko,BOS,43
2016-17,Myles Turner,IND,43
2016-17,DeMarre Carroll,TOR,42
2016-17,Evan Turner,POR,41
2016-17,Bobby Portis,CHI,40
2016-17,Steven Adams,OKC,40
2016-17,Andrew Harrison,MEM,39
2016-17,Raymond Felton,LAC,39
2016-17,Brandon Jennings,WAS,37
2016-17,Amir Johnson,BOS,36
2016-17,Davis Bertans,SAS,36
2016-17,Isaiah Canaan,CHI,35
2016-17,Thon Maker,MIL,35
2016-17,Patrick Patterson,TOR,34
2016-17,Dante Exum,UTA,32
2016-17,Tyler Zeller,BOS,32
2016-17,CJ Miles,IND,29
2016-17,Kevin Seraphin,IND,29
2016-17,Maurice Harkless,POR,29
2016-17,Shabazz Napier,POR,27
2016-17,Jose Calderon,ATL,26
2016-17,Bobby Brown,HOU,25
2016-17,Delon Wright,TOR,25
2016-17,Doug McDermott,OKC,25
2016-17,Alex Abrines,OKC,24
2016-17,Austin Rivers,LAC,24
2016-17,Enes Freedom,OKC,24
2016-17,Ersan Ilyasova,ATL,24
2016-17,James Michael McAdoo,GSW,24
2016-17,Rajon Rondo,CHI,23
2016-17,Raul Neto,UTA,23
2016-17,Wayne Selden,MEM,23
2016-17,Allen Crabbe,POR,22
2016-17,Monta Ellis,IND,22
2016-17,Derrick Williams,CLE,21
2016-17,Paul Pierce,LAC,21
2016-17,Bryn Forbes,SAS,20
2016-17,Cristiano Felicio,CHI,19
2016-17,Noah Vonleh,POR,18
2016-17,Michael Beasley,MIL,17
2016-17,Mike Muscala,ATL,17
2016-17,Dahntay Jones,CLE,16
2016-17,Jerian Grant,CHI,16
2016-17,Glenn Robinson III,IND,15
2016-17,James Young,BOS,15
2016-17,Jason Terry,MIL,15
2016-17,Fred VanVleet,TOR,14
2016-17,Ian Mahinmi,WAS,14
2016-17,Joffrey Lauvergne,CHI,14
2016-17,Michael Carter-Williams,CHI,14
2016-17,Sheldon Mac,WAS,14
2016-17,Anthony Morrow,CHI,12
2016-17,Mike Dunleavy,ATL,12
2016-17,Jakob Poeltl,TOR,10
2016-17,Matt Barnes,GSW,9
2016-17,Sam Dekker,HOU,9
2016-17,Troy Daniels,MEM,9
2016-17,Malcolm Delaney,ATL,8
2016-17,Tomas Satoransky,WAS,8
2016-17,Damian Jones,GSW,7
2016-17,Deyonta Davis,MEM,7
2016-17,Pat Connaughton,POR,7
2016-17,Trey Lyles,UTA,7
2016-17,Jake Layman,POR,6
2016-17,Joel Anthony,SAS,6
2016-17,Rashad Vaughn,MIL,6
2016-17,Aaron Brooks,IND,5
2016-17,Denzel Valentine,CHI,5
2016-17,Jeff Withey,UTA,5
2016-17,Montrezl Harrell,HOU,5
2016-17,Norris Cole,OKC,5
2016-17,Semaj Christon,OKC,5
2016-17,Spencer Hawes,MIL,5
2016-17,Brandan Wright,MEM,4
2016-17,Domantas Sabonis,OKC,4
2016-17,Joel Bolomboy,UTA,4
2016-17,Jordan Mickey,BOS,4
2016-17,Cameron Payne,CHI,3
2016-17,John Henson,MIL,3
2016-17,Kyle Wiltjer,HOU,3
2016-17,Lucas Nogueira,TOR,3
2016-17,Mirza Teletovic,MIL,3
2016-17,Tim Quarterman,POR,3
2016-17,Brandon Bass,LAC,2
2016-17,James Jones,CLE,2
2016-17,Jarell Martin,MEM,2
2016-17,Jusuf Nurkic,POR,2
2016-17,Meyers Leonard,POR,2
2016-17,Wade Baldwin IV,MEM,2
2016-17,Thabo Sefolosha,ATL,1
2016-17,Troy Williams,HOU,1
2016-17,Wesley Johnson,LAC,1
2016-17,Daniel Ochefu,WAS,0
2016-17,Isaiah Taylor,HOU,0
2016-17,Kris Humphries,ATL,0
2016-17,Kyle Singler,OKC,0
2016-17,Lavoy Allen,IND,0
2016-17,Pascal Siakam,TOR,0
2016-17,Trey Burke,WAS,0
2017-18,LeBron James,CLE,748
2017-18,Kevin Durant,GSW,608
2017-18,James Harden,HOU,486
2017-18,Klay Thompson,GSW,412
2017-18,Stephen Curry,GSW,383
2017-18,Jayson Tatum,BOS,351
2017-18,Jaylen Brown,BOS,324
2017-18,Chris Paul,HOU,317
2017-18,Kevin Love,CLE,313
2017-18,Terry Rozier,BOS,313
2017-18,Al Horford,BOS,299
2017-18,Anthony Davis,NOP,271
2017-18,Donovan Mitchell,UTA,268
2017-18,Eric Gordon,HOU,262
2017-18,Marcus Morris Sr.,BOS,236
2017-18,DeMar DeRozan,TOR,227
2017-18,Draymond Green,GSW,226
2017-18,Clint Capela,HOU,216
2017-18,Jrue Holiday,NOP,213
2017-18,JR Smith,CLE,191
2017-18,JJ Redick,PHI,182
2017-18,Kyle Korver,CLE,182
2017-18,Giannis Antetokounmpo,MIL,180
2017-18,Russell Westbrook,OKC,176
2017-18,George Hill,CLE,175
2017-18,Kyle Lowry,TOR,174
2017-18,Khris Middleton,MIL,173
2017-18,Dario Saric,PHI,172
2017-18,Joel Embiid,PHI,171
2017-18,Jeff Green,CLE,170
2017-18,Ben Simmons,PHI,163
2017-18,Joe Ingles,UTA,160
2017-18,Victor Oladipo,IND,159
2017-18,John Wall,WAS,156
2017-18,P.J. Tucker,HOU,151
2017-18,Trevor Ariza,HOU,149
2017-18,Paul George,OKC,148
2017-18,Marcus Smart,BOS,147
2017-18,Jonas Valanciunas,TOR,146
2017-18,Rudy Gobert,UTA,145
2017-18,Shaun Livingston,GSW,140
2017-18,Bradley Beal,WAS,139
2017-18,Nikola Mirotic,NOP,135
2017-18,Marco Belinelli,PHI,129
2017-18,Andre Iguodala,GSW,122
2017-18,LaMarcus Aldridge,SAS,118
2017-18,Tristan Thompson,CLE,118
2017-18,Aron Baynes,BOS,114
2017-18,Jae Crowder,UTA,110
2017-18,Gerald Green,HOU,107
2017-18,Derrick Favors,UTA,102
2017-18,E'Twaun Moore,NOP,102
2017-18,CJ McCollum,POR,101
2017-18,CJ Miles,TOR,96
2017-18,Larry Nance Jr.,CLE,96
2017-18,Eric Bledsoe,MIL,95
2017-18,Ersan Ilyasova,PHI,93
2017-18,Goran Dragic,MIA,93
2017-18,Rajon Rondo,NOP,93
2017-18,Rodney Hood,CLE,91
2017-18,Jordan Clarkson,CLE,90
2017-18,Bojan Bogdanovic,IND,87
2017-18,Domantas Sabonis,IND,87
2017-18,Myles Turner,IND,87
2017-18,Serge Ibaka,TOR,87
2017-18,Delon Wright,TOR,86
2017-18,Kevon Looney,GSW,86
2017-18,JaVale McGee,GSW,84
2017-18,Ricky Rubio,UTA,84
2017-18,Dwyane Wade,MIA,83
2017-18,Alec Burks,UTA,82
2017-18,Quinn Cook,GSW,81
2017-18,Robert Covington,PHI,81
2017-18,Andrew Wiggins,MIN,79
2017-18,Darren Collison,IND,79
2017-18,Jimmy Butler,MIN,79
2017-18,OG Anunoby,TOR,79
2017-18,Thaddeus Young,IND,79
2017-18,Royce O'Neale,UTA,78
2017-18,Karl-Anthony Towns,MIN,76
2017-18,Damian Lillard,POR,74
2017-18,Lance Stephenson,IND,73
2017-18,Carmelo Anthony,OKC,71
2017-18,Derrick Rose,MIN,71
2017-18,Ian Clark,NOP,70
2017-18,Jabari Parker,MIL,70
2017-18,Al-Farouq Aminu,POR,69
2017-18,Patty Mills,SAS,67
2017-18,Pascal Siakam,TOR,66
2017-18,Jeff Teague,MIN,65
2017-18,Mike Scott,WAS,65
2017-18,Kelly Olynyk,MIA,64
2017-18,Steven Adams,OKC,63
2017-18,James Johnson,MIA,62
2017-18,Malcolm Brogdon,MIL,61
2017-18,Rudy Gay,SAS,61
2017-18,David West,GSW,59
2017-18,Jamal Crawford,MIN,59
2017-18,Markieff Morris,WAS,59
2017-18,Kelly Oubre Jr.,WAS,56
2017-18,T.J. McConnell,PHI,55
2017-18,Greg Monroe,BOS,53
2017-18,Marcin Gortat,WAS,52
2017-18,Nick Young,GSW,52
2017-18,Dante Exum,UTA,51
2017-18,Otto Porter Jr.,WAS,50
2017-18,Jakob Poeltl,TOR,49
2017-18,Justise Winslow,MIA,49
2017-18,Jusuf Nurkic,POR,47
2017-18,Manu Ginobili,SAS,45
2017-18,Darius Miller,NOP,43
2017-18,Jerami Grant,OKC,43
2017-18,Josh Richardson,MIA,42
2017-18,Fred VanVleet,TOR,41
2017-18,Jordan Bell,GSW,41
2017-18,Shane Larkin,BOS,41
2017-18,Tyler Johnson,MIA,40
2017-18,Dejounte Murray,SAS,39
2017-18,Wayne Ellington,MIA,39
2017-18,Corey Brewer,OKC,37
2017-18,Cory Joseph,IND,33
2017-18,Solomon Hill,NOP,33
2017-18,Thon Maker,MIL,33
2017-18,Tony Parker,SAS,33
2017-18,Semi Ojeleye,BOS,32
2017-18,Nene,HOU,31
2017-18,Raymond Felton,OKC,31
2017-18,Taj Gibson,MIN,31
2017-18,Ian Mahinmi,WAS,30
2017-18,Pau Gasol,SAS,30
2017-18,Ty Lawson,WAS,29
2017-18,Evan Turner,POR,28
2017-18,Zach Collins,POR,28
2017-18,Kyle Anderson,SAS,27
2017-18,Amir Johnson,PHI,26
2017-18,Hassan Whiteside,MIA,26
2017-18,Luc Mbah a Moute,HOU,25
2017-18,Shabazz Muhammad,MIL,25
2017-18,Alex Abrines,OKC,24
2017-18,Jose Calderon,CLE,24
2017-18,Nemanja Bjelica,MIN,23
2017-18,Danny Green,SAS,21
2017-18,Raul Neto,UTA,21
2017-18,John Henson,MIL,19
2017-18,Jonas Jerebko,UTA,19
2017-18,Jordan Crawford,NOP,19
2017-18,Ryan Anderson,HOU,19
2017-18,Tony Snell,MIL,19
2017-18,Trevor Booker,IND,18
2017-18,Bam Adebayo,MIA,17
2017-18,Bryn Forbes,SAS,17
2017-18,Davis Bertans,SAS,17
2017-18,Gorgui Dieng,MIN,17
2017-18,Zaza Pachulia,GSW,17
2017-18,Maurice Harkless,POR,16
2017-18,Pat Connaughton,POR,16
2017-18,Cedi Osman,CLE,14
2017-18,Ante Zizic,CLE,13
2017-18,Abdel Nader,BOS,12
2017-18,Joe Johnson,HOU,12
2017-18,Matthew Dellavedova,MIL,12
2017-18,Norman Powell,TOR,12
2017-18,Ed Davis,POR,11
2017-18,Shabazz Napier,POR,11
2017-18,Tyler Zeller,MIL,11
2017-18,Cheick Diallo,NOP,10
2017-18,Lorenzo Brown,TOR,9
2017-18,Justin Anderson,PHI,8
2017-18,Meyers Leonard,POR,8
2017-18,Patrick Patterson,OKC,8
2017-18,Derrick White,SAS,7
2017-18,Sterling Brown,MIL,7
2017-18,Tomas Satoransky,WAS,7
2017-18,Jake Layman,POR,6
2017-18,Jason Terry,MIL,6
2017-18,Aaron Jackson,HOU,5
2017-18,Markelle Fultz,PHI,5
2017-18,Aaron Brooks,MIN,4
2017-18,Damian Jones,GSW,4
2017-18,Guerschon Yabusele,BOS,4
2017-18,Patrick McCaw,GSW,4
2017-18,Tyus Jones,MIN,4
2017-18,Wade Baldwin IV,POR,4
2017-18,Caleb Swanigan,POR,3
2017-18,Furkan Korkmaz,PHI,3
2017-18,Josh Huestis,OKC,3
2017-18,Terrance Ferguson,OKC,3
2017-18,Brandon Jennings,MIL,2
2017-18,David Stockton,UTA,2
2017-18,Ekpe Udoh,UTA,2
2017-18,Glenn Robinson III,IND,2
2017-18,Joffrey Lauvergne,SAS,2
2017-18,Rodney McGruder,MIA,2
2017-18,Tarik Black,HOU,2
2017-18,Tony Bradley,UTA,2
2017-18,Zhou Qi,HOU,2
2017-18,DeAndre Liggins,NOP,1
2017-18,Lucas Nogueira,TOR,1
2017-18,Brandon Paul,SAS,0
2017-18,Chinanu Onuaku,HOU,0
2017-18,Dakari Johnson,OKC,0
2017-18,Emeka Okafor,NOP,0
2017-18,Jason Smith,WAS,0
2017-18,Jerryd Bayless,PHI,0
2017-18,Joe Young,IND,0
2017-18,Luke Babbitt,MIA,0
2017-18,Marcus Georges-Hunt,MIN,0
2017-18,Richaun Holmes,PHI,0
2017-18,T.J. Leaf,IND,0
2017-18,Tim Frazier,WAS,0
2018-19,Kawhi Leonard,TOR,732
2018-19,Stephen Curry,GSW,620
2018-19,Pascal Siakam,TOR,455
2018-19,Klay Thompson,GSW,435
2018-19,Damian Lillard,POR,430
2018-19,CJ McCollum,POR,395
2018-19,Kevin Durant,GSW,387
2018-19,Giannis Antetokounmpo,MIL,383
2018-19,Kyle Lowry,TOR,361
2018-19,Nikola Jokic,DEN,352
2018-19,James Harden,HOU,348
2018-19,Jamal Murray,DEN,298
2018-19,Draymond Green,GSW,292
2018-19,Khris Middleton,MIL,254
2018-19,Jimmy Butler,PHI,233
2018-19,Marc Gasol,TOR,226
2018-19,Serge Ibaka,TOR,225
2018-19,Joel Embiid,PHI,222
2018-19,Andre Iguodala,GSW,206
2018-19,Eric Bledsoe,MIL,205
2018-19,Paul Millsap,DEN,205
2018-19,Gary Harris,DEN,199
2018-19,Eric Gordon,HOU,196
2018-19,Fred VanVleet,TOR,192
2018-19,Kyrie Irving,BOS,192
2018-19,Chris Paul,HOU,187
2018-19,Tobias Harris,PHI,186
2018-19,Enes Freedom,POR,182
2018-19,George Hill,MIL,173
2018-19,Brook Lopez,MIL,168
2018-19,Ben Simmons,PHI,167
2018-19,Danny Green,TOR,166
2018-19,JJ Redick,PHI,161
2018-19,Rodney Hood,POR,158
2018-19,DeMar DeRozan,SAS,154
2018-19,Norman Powell,TOR,150
2018-19,Kevon Looney,GSW,149
2018-19,Paul George,OKC,143
2018-19,LaMarcus Aldridge,SAS,140
2018-19,Jayson Tatum,BOS,137
2018-19,Maurice Harkless,POR,134
2018-19,Nikola Mirotic,MIL,133
2018-19,Lou Williams,LAC,130
2018-19,Will Barton,DEN,127
2018-19,Al Horford,BOS,125
2018-19,Jaylen Brown,BOS,125
2018-19,P.J. Tucker,HOU,125
2018-19,Marcus Morris Sr.,BOS,123
2018-19,Danilo Gallinari,LAC,119
2018-19,Al-Farouq Aminu,POR,118
2018-19,Russell Westbrook,OKC,114
2018-19,Malik Beasley,DEN,113
2018-19,Montrezl Harrell,LAC,110
2018-19,Zach Collins,POR,109
2018-19,Clint Capela,HOU,107
2018-19,Donovan Mitchell,UTA,107
2018-19,Derrick White,SAS,106
2018-19,Caris LeVert,BKN,105
2018-19,Ersan Ilyasova,MIL,102
2018-19,D'Angelo Russell,BKN,97
